LAT,LON,YEAR,MO,DY,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,PRECTOT,WS10M,PS,QV2M,ALLSKY_SFC_SW_DWN
-37.63269,145.79811,1991,4,15,8.2,8.2,13.38,8.36,10.18,1.93,1.45,97.27,7.01,1.86
-37.63269,145.79811,1991,4,16,4.94,4.95,16.1,5.98,10.11,0.11,1.27,97.54,5.6,3.77
-37.63269,145.79811,1991,4,17,8.29,8.3,14.97,7.09,10.73,3.47,1.66,97.31,7.06,2.18
-37.63269,145.79811,1991,4,18,5.84,5.85,14.06,5.73,9.98,1.53,1.11,97.64,6,3.1
-37.63269,145.79811,1991,4,19,5.2,5.2,16.76,4.4,10.81,0.02,1.54,97.55,5.74,2.25
-37.63269,145.79811,1991,4,20,8.55,8.55,20.38,10.3,15.37,0.03,1.49,97.34,7.15,4.34
-37.63269,145.79811,1991,4,21,4.63,4.65,16.83,5.88,12.24,6.43,3.05,96.77,5.61,1.85
-37.63269,145.79811,1991,4,22,2.48,2.5,13.09,4.72,7.8,0.23,1.41,97.69,4.67,2.94
-37.63269,145.79811,1991,4,23,1.27,1.31,17.26,3.6,9.29,0,0.97,96.91,4.36,2.83
-37.63269,145.79811,1991,4,24,3.64,3.65,16.12,6.13,10.61,9.78,1.57,95.67,5.25,2.91
-37.63269,145.79811,1991,4,25,4.49,4.5,13.08,4.78,8.32,0.76,0.98,95.7,5.52,2.7
-37.63269,145.79811,1991,4,26,8.33,8.33,14.61,4,9.51,3.03,1.6,96.65,7.18,2.01
-37.63269,145.79811,1991,4,27,7.31,7.31,15.96,7.52,10.96,0.29,0.97,97.42,6.59,3.43
-37.63269,145.79811,1991,4,28,5.95,5.96,15.48,7.1,10.19,0.02,1.01,97.68,5.98,2.72
-37.63269,145.79811,1991,4,29,5.22,5.23,17.82,5.39,10.65,0.02,0.82,97.61,5.69,3.69
-37.63269,145.79811,1991,4,30,4.67,4.68,15.92,4.96,10.01,0.07,1.32,97.33,5.48,2.65
-37.63269,145.79811,1991,5,1,7.19,7.19,14.44,8.35,11.05,1.66,1.41,96.8,6.58,1.46
-37.63269,145.79811,1991,5,2,5.65,5.65,11.9,6.21,9.23,3.93,1.86,97.09,5.97,2.73
-37.63269,145.79811,1991,5,3,5.03,5.03,11.9,5.32,7.95,0.42,1.06,98,5.58,2.21
-37.63269,145.79811,1991,5,4,6.97,6.98,15.31,6.82,9.94,0.45,0.74,98.11,6.38,2.76
-37.63269,145.79811,1991,5,5,2.2,2.24,16.77,6.51,10.61,0,1.35,97.6,4.64,3.13
-37.63269,145.79811,1991,5,6,2.38,2.41,19.36,8.67,13.37,0.06,1.45,97.18,4.69,2.25
-37.63269,145.79811,1991,5,7,6,6.01,20.51,8.96,13.99,0.03,0.97,97.18,6.04,3.39
-37.63269,145.79811,1991,5,8,7.1,7.1,12.12,6.4,9.09,3.17,1.4,97.44,6.51,1.29
-37.63269,145.79811,1991,5,9,5.22,5.23,10.3,5.09,7.29,1.45,1.17,97.98,5.66,2.52
-37.63269,145.79811,1991,5,10,6.23,6.23,11.31,6.71,8.4,2.09,1.23,98.13,6.07,2.09
-37.63269,145.79811,1991,5,11,8.06,8.06,11.56,7.55,9.04,1.96,0.92,98.17,6.86,1.76
-37.63269,145.79811,1991,5,12,7.53,7.53,10.3,7.22,8.42,1.85,0.99,98.21,6.62,1.93
-37.63269,145.79811,1991,5,13,5.08,5.09,14.34,5.88,8.96,0.36,0.82,98.32,5.61,2.01
-37.63269,145.79811,1991,5,14,5.17,5.18,15.15,4.94,8.75,0.1,0.8,98.23,5.65,2.77
-37.63269,145.79811,1991,5,15,5.31,5.31,13.81,5.59,8.74,0.17,0.76,98.19,5.69,2.96
-37.63269,145.79811,1991,5,16,7.2,7.2,11.71,4.83,8.29,1.72,0.9,98.05,6.5,1.19
-37.63269,145.79811,1991,5,17,7.9,7.9,14.52,6.99,9.73,1.46,0.65,98.06,6.8,2.28
-37.63269,145.79811,1991,5,18,5.22,5.22,16.19,5.09,9.72,0.03,1.15,97.99,5.67,3.05
-37.63269,145.79811,1991,5,19,5.2,5.21,17.45,6.12,10.55,0.04,1.34,98.13,5.64,3.21
-37.63269,145.79811,1991,5,20,4.44,4.46,18.53,6.05,11,0.03,1.08,98.16,5.36,2.35
-37.63269,145.79811,1991,5,21,7.4,7.4,16.43,4.83,10.19,0.85,1.13,97.97,6.67,1.55
-37.63269,145.79811,1991,5,22,10.51,10.51,14.85,7.67,10.92,5.2,0.92,97.65,8.17,1.28
-37.63269,145.79811,1991,5,23,9.59,9.59,15.17,7.39,11.04,0.84,0.74,97.42,7.7,1.43
-37.63269,145.79811,1991,5,24,8.18,8.18,16.7,8.2,11.25,0.26,1.09,97.39,6.99,1.96
-37.63269,145.79811,1991,5,25,7.71,7.71,17.09,8.1,11.65,0.17,1.04,97.42,6.75,1.73
-37.63269,145.79811,1991,5,26,6.68,6.69,18.06,8.12,11.74,0.19,1.07,97.45,6.29,1.96
-37.63269,145.79811,1991,5,27,7.99,8,16.04,6.39,10.75,0.44,1.05,97.77,6.86,1.51
-37.63269,145.79811,1991,5,28,7.27,7.27,15.26,7.45,10.3,0.08,1.08,97.96,6.51,1.48
-37.63269,145.79811,1991,5,29,4.91,4.92,16.45,6.26,9.65,0.04,1.18,98.12,5.55,2.54
-37.63269,145.79811,1991,5,30,4.46,4.47,17.33,4.66,9.91,0.02,0.94,98.22,5.35,2.92
-37.63269,145.79811,1991,5,31,4.22,4.23,15.99,5.25,9.8,0.03,1.71,97.93,5.26,2.73
-37.63269,145.79811,1991,6,1,5.45,5.45,14.82,8.53,11.29,1.33,1.91,97.34,5.79,1.03
-37.63269,145.79811,1991,6,2,8.65,8.66,12.26,9.5,10.44,22.22,1.82,96.71,7.26,0.87
-37.63269,145.79811,1991,6,3,9.45,9.45,13.67,9.1,10.65,13.37,1.14,96.47,7.67,1.51
-37.63269,145.79811,1991,6,4,7.05,7.05,12.87,4.99,9.17,0.74,1.02,97.31,6.46,2.36
-37.63269,145.79811,1991,6,5,4.3,4.31,15.1,3.59,8.19,0.3,1.36,97.41,5.34,2.66
-37.63269,145.79811,1991,6,6,7.72,7.72,14.45,7.15,10.31,2.2,1.42,97.02,6.85,1.41
-37.63269,145.79811,1991,6,7,10.34,10.34,11.37,9.75,10.48,25.11,0.9,96.85,8.11,0.52
-37.63269,145.79811,1991,6,8,10.34,10.34,12.29,9.4,10.5,10.12,1.21,97.01,8.11,0.81
-37.63269,145.79811,1991,6,9,10.83,10.83,14.86,8.93,11.47,5.83,1.27,97.63,8.34,1.17
-37.63269,145.79811,1991,6,10,9.87,9.87,12.36,10.18,10.92,0.88,1.68,97.58,7.8,0.88
-37.63269,145.79811,1991,6,11,9.49,9.49,11.35,8.46,9.86,8.1,1.23,97.27,7.64,1.24
-37.63269,145.79811,1991,6,12,9.24,9.24,11.15,8.92,9.67,4.28,1.51,97.03,7.52,2.25
-37.63269,145.79811,1991,6,13,8.79,8.79,11.28,7.87,9.43,3.62,1.5,97.19,7.28,1.56
-37.63269,145.79811,1991,6,14,7.28,7.28,12.73,6.67,8.66,0.43,0.69,97.29,6.56,2.51
-37.63269,145.79811,1991,6,15,7.75,7.75,8.93,7.59,8.18,7.97,1.54,96.67,6.82,0.82
-37.63269,145.79811,1991,6,16,8.21,8.21,12.11,8.11,9.52,4.66,2,96.28,7.07,1.56
-37.63269,145.79811,1991,6,17,8.25,8.26,9.85,6.98,8.52,5.08,1.29,96.87,7.05,1.25
-37.63269,145.79811,1991,6,18,4.62,4.63,10.29,4.68,6.95,0.2,0.68,97.54,5.45,2.69
-37.63269,145.79811,1991,6,19,4.05,4.05,11.51,1.52,6.24,0.09,1.25,97.43,5.24,2.17
-37.63269,145.79811,1991,6,20,6.67,6.67,11.45,5.09,8.03,1.2,1.47,97.26,6.31,1.15
-37.63269,145.79811,1991,6,21,8.08,8.08,11.28,7.82,9.08,3.78,1.34,97.35,6.93,1.63
-37.63269,145.79811,1991,6,22,4.21,4.22,11.76,4.19,7.96,0.4,1.73,97.67,5.29,2.41
-37.63269,145.79811,1991,6,23,5.7,5.7,8.65,7,7.94,19.11,2.11,96.47,5.98,0.61
-37.63269,145.79811,1991,6,24,9.35,9.35,12.65,6.73,9.95,2.85,1.68,96.32,7.68,1.63
-37.63269,145.79811,1991,6,25,9.8,9.81,12.93,8.95,11.13,6.73,2.39,96.28,7.91,0.94
-37.63269,145.79811,1991,6,26,7.29,7.29,12.68,4.35,8.6,6.21,1.81,96.68,6.68,2.3
-37.63269,145.79811,1991,6,27,1.66,1.67,10.7,1.34,5.63,0.18,1.29,97.21,4.43,2.47
-37.63269,145.79811,1991,6,28,6.68,6.69,10.48,5.85,9.21,10.6,2.56,96.37,6.44,0.53
-37.63269,145.79811,1991,6,29,7.23,7.23,9.9,6.85,7.85,8.64,1.92,96.38,6.61,1.95
-37.63269,145.79811,1991,6,30,8,8,10.06,7.04,8.3,3.67,1.31,97.55,6.88,1.83
-37.63269,145.79811,1991,7,1,7.57,7.57,10.31,7.18,8.23,0.95,0.8,98.1,6.64,1.62
-37.63269,145.79811,1991,7,2,5.77,5.77,12.74,4.44,7.81,0.16,0.98,98.28,5.87,2.12
-37.63269,145.79811,1991,7,3,5.65,5.66,13.66,3.02,8.33,0.07,1.69,98.13,5.85,2.51
-37.63269,145.79811,1991,7,4,7.55,7.55,11.96,10.12,10.98,1.68,2.57,97.28,6.69,0.99
-37.63269,145.79811,1991,7,5,8.15,8.15,10.01,7.24,8.65,31.39,1.65,96.52,7.02,0.62
-37.63269,145.79811,1991,7,6,6.94,6.94,8.82,6.14,7.31,4.39,1.47,97.08,6.43,1.99
-37.63269,145.79811,1991,7,7,5.88,5.89,11.12,5.39,7.27,0.18,0.89,97.38,5.95,2.19
-37.63269,145.79811,1991,7,8,5.91,5.91,11.2,4.8,7.6,1.42,1.46,97.1,6,1.42
-37.63269,145.79811,1991,7,9,5.85,5.86,8.96,4.28,6.98,3.99,0.91,96.83,6.01,2.42
-37.63269,145.79811,1991,7,10,4.22,4.22,5.58,3.72,4.42,13.65,0.86,96.5,5.35,1.37
-37.63269,145.79811,1991,7,11,5.81,5.81,7.41,4.37,5.92,12.07,0.92,96.85,5.97,1.18
-37.63269,145.79811,1991,7,12,5.88,5.88,10.34,4.82,6.63,1.81,0.71,97.15,5.97,1.78
-37.63269,145.79811,1991,7,13,7.64,7.64,9.56,4.16,7.68,8.78,1.58,97.12,6.77,1.14
-37.63269,145.79811,1991,7,14,7.93,7.93,9.88,7.52,8.48,3.69,1.32,97.27,6.86,1.8
-37.63269,145.79811,1991,7,15,6.17,6.17,8.14,6.11,7.13,2.02,1.44,97.44,6.07,1.77
-37.63269,145.79811,1991,7,16,5.54,5.54,10.3,4.87,6.92,1.25,1.09,97.44,5.81,2.03
-37.63269,145.79811,1991,7,17,3.63,3.63,10.24,2.98,5.81,0.54,0.66,97.09,5.12,2.19
-37.63269,145.79811,1991,7,18,3.4,3.4,10.41,1.78,5.52,0.64,1.6,96.86,5.04,2.22
-37.63269,145.79811,1991,7,19,5.48,5.48,11.65,5.26,7.6,0.24,1.79,96.97,5.81,2.96
-37.63269,145.79811,1991,7,20,6.46,6.46,10.17,6.35,8.12,1.66,2.01,96.87,6.23,1.85
-37.63269,145.79811,1991,7,21,4.83,4.83,8.67,4.3,6.19,2.39,1.11,96.53,5.6,1.74
-37.63269,145.79811,1991,7,22,2.15,2.16,6.39,1.44,3.7,2.26,1.15,95.87,4.66,2.15
-37.63269,145.79811,1991,7,23,3.23,3.23,4.94,2.03,3.51,6.3,1.51,96.29,5.01,2.06
-37.63269,145.79811,1991,7,24,4.62,4.62,5.94,4.14,4.85,8.77,1.88,96.57,5.5,2.08
-37.63269,145.79811,1991,7,25,4.23,4.23,5.56,4.07,4.56,4.64,1.25,97.06,5.32,1.84
-37.63269,145.79811,1991,7,26,3.52,3.52,7.43,2.19,4.33,1.45,0.93,97.57,5.05,2.35
-37.63269,145.79811,1991,7,27,2.49,2.5,5.81,1.91,3.91,12.64,2.51,96.8,4.74,0.85
-37.63269,145.79811,1991,7,28,5.28,5.28,6.72,3.88,5.5,5.52,1.56,96.74,5.76,1.88
-37.63269,145.79811,1991,7,29,7.15,7.15,8.76,6.4,7.33,4.66,1.41,97.03,6.53,1.91
-37.63269,145.79811,1991,7,30,5.97,5.97,8.02,5.34,6.29,2.39,1.43,96.78,6.03,2.06
-37.63269,145.79811,1991,7,31,5.09,5.09,7.17,4.61,5.64,1.83,0.85,96.42,5.69,1.09
-37.63269,145.79811,1991,8,1,5.25,5.25,7.02,4.15,5.55,3.71,1.14,96.63,5.75,1.44
-37.63269,145.79811,1991,8,2,2.3,2.31,9.15,2.71,5.31,0.09,1.36,97.12,4.65,3.01
-37.63269,145.79811,1991,8,3,4.39,4.4,9.82,3.97,6.87,0.6,2.11,96.81,5.44,2.29
-37.63269,145.79811,1991,8,4,5.04,5.04,13.61,4.96,9.29,0.1,2.15,96.57,5.67,3.07
-37.63269,145.79811,1991,8,5,6.72,6.72,13.29,7.73,9.74,5.23,3.13,95.57,6.44,2.65
-37.63269,145.79811,1991,8,6,4.92,4.93,9.44,5.49,7.09,2.6,2.89,95.81,5.65,2.26
-37.63269,145.79811,1991,8,7,4.77,4.77,7.47,4.23,5.7,14.35,3.07,95.63,5.62,1.28
-37.63269,145.79811,1991,8,8,3.53,3.53,5.39,2.41,4.23,9.53,2.3,95.94,5.13,1.56
-37.63269,145.79811,1991,8,9,5.49,5.49,7.71,3.82,5.71,9.23,1.36,97.48,5.82,1.95
-37.63269,145.79811,1991,8,10,7.32,7.33,9.94,6.91,8.06,1.88,1.09,98.29,6.51,2.11
-37.63269,145.79811,1991,8,11,5.56,5.57,10.58,6.06,8.08,0.21,1.61,98.06,5.78,1.72
-37.63269,145.79811,1991,8,12,4.75,4.76,11.89,6.82,9.25,0.08,2.28,97.17,5.51,3.11
-37.63269,145.79811,1991,8,13,4.83,4.84,9.38,4.88,7.4,10.59,3.17,96.07,5.63,2.91
-37.63269,145.79811,1991,8,14,4.07,4.08,8.53,3.6,6.18,1.33,2.46,96.52,5.34,3.05
-37.63269,145.79811,1991,8,15,5.21,5.21,8.24,2.28,6.02,19.35,2.74,96.06,5.78,1.03
-37.63269,145.79811,1991,8,16,2.37,2.38,6.55,2.09,3.88,3.24,1.53,97.38,4.65,2.34
-37.63269,145.79811,1991,8,17,3.67,3.67,9.31,3.06,5.5,0.92,0.94,98.12,5.06,2.04
-37.63269,145.79811,1991,8,18,3.12,3.12,12.43,0.22,6.01,0.14,1.1,98.04,4.88,4.24
-37.63269,145.79811,1991,8,19,2.63,2.64,12.22,3.25,7.5,0.25,1.97,96.93,4.75,4.15
-37.63269,145.79811,1991,8,20,3.46,3.47,7.77,4.46,6.29,7.56,2.43,95.34,5.18,1.53
-37.63269,145.79811,1991,8,21,3.65,3.65,5.59,3.68,4.6,4.43,1.98,95.75,5.18,2.48
-37.63269,145.79811,1991,8,22,5.61,5.61,8.03,4.16,6.52,5.96,2.32,96.19,5.93,2.68
-37.63269,145.79811,1991,8,23,4.58,4.59,7.66,2.04,5.85,11.45,2.76,95.44,5.59,1.57
-37.63269,145.79811,1991,8,24,3.21,3.21,5.74,1.85,3.73,7.86,1.85,96.42,5.01,3.37
-37.63269,145.79811,1991,8,25,5.59,5.59,9.79,4.57,6.63,4.66,1.38,97.49,5.84,2.31
-37.63269,145.79811,1991,8,26,4.81,4.81,10.74,4.7,6.87,0.78,1.3,97.44,5.51,2.41
-37.63269,145.79811,1991,8,27,3.32,3.33,11.23,4.05,7,5.56,2.61,96.06,5.05,1.8
-37.63269,145.79811,1991,8,28,3.56,3.56,9.36,4.12,6.07,1.94,1.3,95.93,5.14,3.74
-37.63269,145.79811,1991,8,29,4.57,4.57,10.49,4.02,6.75,9.37,2.36,95.86,5.53,2.75
-37.63269,145.79811,1991,8,30,3.65,3.65,5.59,3.37,4.22,14.02,1.61,95.76,5.18,1.92
-37.63269,145.79811,1991,8,31,4.62,4.62,7.13,3.48,5.13,6.72,1.74,96.72,5.49,2.81
-37.63269,145.79811,1991,9,1,4.18,4.18,8.52,3.52,5.34,2.29,1.09,97.17,5.3,2.4
-37.63269,145.79811,1991,9,2,4.58,4.58,10.34,2.69,6.53,4.39,1.49,97.03,5.51,3.01
-37.63269,145.79811,1991,9,3,7.15,7.15,12.37,6.12,9.11,2.57,1.49,97,6.54,3.71
-37.63269,145.79811,1991,9,4,7.61,7.61,13.95,7.17,10.06,0.49,1.26,97.47,6.69,3.49
-37.63269,145.79811,1991,9,5,8.2,8.21,16.47,7.73,11.43,0,1.18,97.51,6.99,4.24
-37.63269,145.79811,1991,9,6,7.08,7.09,15.5,5.69,10.17,0.14,0.82,97.6,6.46,4.85
-37.63269,145.79811,1991,9,7,7.98,7.98,18.05,5.79,12.03,3.94,1.98,96.94,6.97,4.35
-37.63269,145.79811,1991,9,8,8.28,8.28,13.59,4.98,10.6,4.28,1.44,96.84,7.11,3.3
-37.63269,145.79811,1991,9,9,5.05,5.06,15.09,2.21,8.36,0.09,1.35,96.78,5.68,5.36
-37.63269,145.79811,1991,9,10,6.14,6.14,9.89,5.49,7.41,14.15,1.19,95.51,6.19,0.56
-37.63269,145.79811,1991,9,11,4.61,4.61,6.89,2.22,5.14,15.47,2.34,95.52,5.59,2.32
-37.63269,145.79811,1991,9,12,2.37,2.38,7.77,2.29,4.35,2.86,1.55,96.87,4.67,3.84
-37.63269,145.79811,1991,9,13,1.93,1.95,11.1,0.84,5.76,0.5,0.99,96.96,4.54,4.64
-37.63269,145.79811,1991,9,14,4.58,4.58,12.62,4.58,8.09,0.16,1.65,96.13,5.54,4.68
-37.63269,145.79811,1991,9,15,7.38,7.38,14.33,7.72,10.27,2.42,1.72,95.21,6.77,3.21
-37.63269,145.79811,1991,9,16,8.12,8.12,14.12,7.54,10.13,1.03,1.23,95.79,7.05,3.87
-37.63269,145.79811,1991,9,17,6.49,6.49,8.74,6.64,7.58,24.46,2,95.03,6.38,1.81
-37.63269,145.79811,1991,9,18,7.91,7.91,9.9,6.72,8.25,19.47,1.53,95.5,6.99,1.68
-37.63269,145.79811,1991,9,19,4.11,4.11,6.44,2.9,4.92,8.7,2.03,96.13,5.34,3.84
-37.63269,145.79811,1991,9,20,3.53,3.54,7.92,1.92,4.93,11.99,2.27,95.89,5.16,2.72
-37.63269,145.79811,1991,9,21,4.36,4.36,6.74,4.14,5.13,12.74,2.5,95.62,5.45,3.15
-37.63269,145.79811,1991,9,22,4.34,4.34,10.83,3.51,6.52,1.8,1.25,97.2,5.35,3.5
-37.63269,145.79811,1991,9,23,4.68,4.68,12.32,4.9,7.87,0.22,0.85,97.57,5.46,3.94
-37.63269,145.79811,1991,9,24,5.57,5.57,15.87,2.81,9.48,0.12,0.69,97.56,5.88,5.94
-37.63269,145.79811,1991,9,25,8.08,8.08,16.87,5.9,11.45,0.42,1,97.06,6.99,2.26
-37.63269,145.79811,1991,9,26,7.04,7.04,11.22,4.04,8.91,3.74,1.27,96.98,6.54,1.95
-37.63269,145.79811,1991,9,27,2.41,2.42,12.34,1.42,7.69,0.25,1.18,96.8,4.75,5.96
-37.63269,145.79811,1991,9,28,6.83,6.83,10.34,5.79,8.66,4.27,2.15,96.41,6.43,3.35
-37.63269,145.79811,1991,9,29,7.23,7.23,14.75,8.48,10.89,0.35,2.18,96.62,6.58,4.45
-37.63269,145.79811,1991,9,30,6.33,6.33,14.71,7.4,10.45,0.09,1.53,97.02,6.18,5.46
-37.63269,145.79811,1991,10,1,8.52,8.52,17.91,7.94,12.94,0.01,2.11,96.7,7.26,4.2
-37.63269,145.79811,1991,10,2,8.39,8.39,18.06,7.83,12.05,0.03,1.06,97.05,7.15,5.61
-37.63269,145.79811,1991,10,3,11.01,11.01,20.99,8.01,14.1,0.01,0.9,97.2,8.59,5.99
-37.63269,145.79811,1991,10,4,12.7,12.7,21.63,8.48,15.13,0.09,0.95,97.41,9.58,5.19
-37.63269,145.79811,1991,10,5,14.96,14.96,23.34,11.25,17.23,0.37,1.34,97.23,11.05,6.51
-37.63269,145.79811,1991,10,6,11.88,11.88,16.6,9.5,14.59,2.01,1.64,96.58,9.04,2.92
-37.63269,145.79811,1991,10,7,7.76,7.76,14.1,8.44,10.69,1.53,1.34,96.6,6.85,3.78
-37.63269,145.79811,1991,10,8,5.48,5.48,11.78,6.33,8.76,1.08,1.78,96.76,5.84,3.89
-37.63269,145.79811,1991,10,9,7.22,7.22,13.86,6.41,9.52,1.55,1.04,97.28,6.56,3.48
-37.63269,145.79811,1991,10,10,7.05,7.05,13.9,6.68,9.82,1.15,1.61,97.48,6.46,5.47
-37.63269,145.79811,1991,10,11,6.52,6.52,15.3,5.02,9.86,0.06,1.01,97.71,6.24,5.55
-37.63269,145.79811,1991,10,12,9.4,9.41,20.05,7.47,13.33,0.04,1.83,97.48,7.61,6
-37.63269,145.79811,1991,10,13,6.65,6.65,14.37,6.76,10.21,0.34,1.22,97.73,6.25,5.86
-37.63269,145.79811,1991,10,14,8.62,8.62,20.88,5.14,13.7,0,1.74,97.28,7.47,7.16
-37.63269,145.79811,1991,10,15,9.02,9.02,21.95,12.76,17.36,0.55,2.75,95.96,7.6,5.93
-37.63269,145.79811,1991,10,16,5.67,5.68,14.21,6.04,8.25,11.68,2.18,96.42,6.04,3.97
-37.63269,145.79811,1991,10,17,5.72,5.73,13.75,5.92,9.11,0.44,1.07,97.68,5.86,5.22
-37.63269,145.79811,1991,10,18,7.12,7.12,17.37,4.33,11.16,0,1.54,97.69,6.51,6.96
-37.63269,145.79811,1991,10,19,8.86,8.87,20.27,7.99,14.31,0.01,1.36,97.36,7.38,7.98
-37.63269,145.79811,1991,10,20,11.82,11.83,22.56,12.2,16.96,0.08,1.83,96.52,9.19,6.67
-37.63269,145.79811,1991,10,21,9.42,9.42,17.56,9.6,13.94,2.31,1.96,96.33,7.7,4.22
-37.63269,145.79811,1991,10,22,6.44,6.44,13.6,6.44,9.75,1,1.25,97.27,6.2,5.06
-37.63269,145.79811,1991,10,23,8.32,8.32,18.72,5.35,11.96,0.09,0.84,97.3,7.1,6.81
-37.63269,145.79811,1991,10,24,9.98,9.98,18.55,7.58,12.87,2.92,0.88,96.8,7.96,6.44
-37.63269,145.79811,1991,10,25,7.85,7.85,13.26,7.59,9.99,3.7,1.32,96.58,6.87,4.73
-37.63269,145.79811,1991,10,26,7.4,7.41,12.25,6.7,9.12,3.61,1.68,96.87,6.66,3.87
-37.63269,145.79811,1991,10,27,4.8,4.8,12.75,4.09,8.41,0.55,1.39,97.43,5.53,5.01
-37.63269,145.79811,1991,10,28,6.9,6.91,18.01,4.27,11.62,0.01,0.71,97.54,6.46,7.96
-37.63269,145.79811,1991,10,29,10.16,10.16,20.11,9.68,14.84,0.14,1.23,97.15,8.07,6.58
-37.63269,145.79811,1991,10,30,11.79,11.79,22.48,11.16,16.64,5.59,1.99,96.43,9.11,6.81
-37.63269,145.79811,1991,10,31,4.15,4.16,12.22,4.68,9.08,1.76,1.74,97.16,5.34,6.03
-37.63269,145.79811,1991,11,1,4.11,4.13,16.84,2.44,10.18,0.02,0.88,97.53,5.34,7.99
-37.63269,145.79811,1991,11,2,8.46,8.46,20.15,5.74,13.59,0.15,1.18,97.34,7.23,6.63
-37.63269,145.79811,1991,11,3,12.37,12.37,21.79,11.36,16.81,0.47,1.51,96.67,9.39,6.05
-37.63269,145.79811,1991,11,4,10.58,10.59,15.38,9.68,12.76,21.99,2.44,95.98,8.41,3.93
-37.63269,145.79811,1991,11,5,7.87,7.87,16.27,8.24,11.42,0.88,1.35,96.86,6.86,6.74
-37.63269,145.79811,1991,11,6,8.87,8.87,16.67,8.22,13.04,1.04,1.78,96.17,7.46,1.61
-37.63269,145.79811,1991,11,7,5.97,5.97,15.67,7.07,11.27,4.78,2.3,95.99,6.13,5.43
-37.63269,145.79811,1991,11,8,3.27,3.29,12.15,5.33,8.49,1.37,2.04,96.61,5.01,5.37
-37.63269,145.79811,1991,11,9,5.29,5.3,13.42,5.72,9.09,2.39,2,97.09,5.73,4.64
-37.63269,145.79811,1991,11,10,4.9,4.9,13.84,4.81,9,1.17,1.36,97.26,5.56,5.45
-37.63269,145.79811,1991,11,11,5.45,5.46,15.63,4.2,9.72,0.42,1.19,97.1,5.8,6.76
-37.63269,145.79811,1991,11,12,5.14,5.14,15.12,5.8,9.84,0.12,1.34,96.86,5.68,6.87
-37.63269,145.79811,1991,11,13,5.54,5.55,15.41,4.88,10.02,0.29,1.35,96.89,5.85,4.72
-37.63269,145.79811,1991,11,14,7.51,7.51,19.1,5.69,13.12,0.04,1.43,96.81,6.75,7.16
-37.63269,145.79811,1991,11,15,9.84,9.84,21.02,11.48,15.19,2.08,1.92,96.5,7.99,5.06
-37.63269,145.79811,1991,11,16,7.44,7.44,16.8,7.9,12.31,0.12,1.14,97.22,6.65,7.06
-37.63269,145.79811,1991,11,17,6.44,6.45,19.52,5.02,13.31,0,0.94,97.49,6.27,8.7
-37.63269,145.79811,1991,11,18,9.55,9.55,22.13,9.92,16.43,0.15,1.2,97.14,7.77,7.21
-37.63269,145.79811,1991,11,19,9.01,9.01,24.43,8.97,16.66,2.11,2.32,96.38,7.54,2.33
-37.63269,145.79811,1991,11,20,3.05,3.06,15.75,6.66,10.46,0.03,1.86,97.35,4.89,7.52
-37.63269,145.79811,1991,11,21,4.68,4.69,17.11,4.7,10.98,0,1.08,97.75,5.46,7.59
-37.63269,145.79811,1991,11,22,6.68,6.69,20.64,5.62,13.03,0,0.83,97.69,6.31,8.9
-37.63269,145.79811,1991,11,23,8.79,8.79,22.95,7.3,15.1,0,0.94,97.37,7.3,7.71
-37.63269,145.79811,1991,11,24,10.39,10.4,26.58,9.83,18.88,0.02,0.83,96.94,8.18,8.19
-37.63269,145.79811,1991,11,25,12.27,12.27,27.97,15.43,21.87,2.06,1.99,96.28,9.38,4.9
-37.63269,145.79811,1991,11,26,8.97,8.98,23.5,10.48,19.41,1.48,2.49,96.3,7.77,7.64
-37.63269,145.79811,1991,11,27,3.85,3.87,16.75,6.92,11.18,0.71,1.57,97.36,5.16,7.19
-37.63269,145.79811,1991,11,28,4.3,4.32,20.42,4.95,12.93,0,1,97.2,5.38,8.42
-37.63269,145.79811,1991,11,29,3.75,3.78,13.98,4.99,10.01,1.37,1.6,96.95,5.31,4.46
-37.63269,145.79811,1991,11,30,3.28,3.3,15.81,4.98,10.11,0.31,1.6,97.18,5.04,6.98
-37.63269,145.79811,1991,12,1,5.97,5.98,19.71,8.15,13.14,0.5,1.3,97.3,6.01,7.05
-37.63269,145.79811,1991,12,2,6.2,6.21,24.41,5.95,16.06,0.01,1.31,96.8,6.13,9.06
-37.63269,145.79811,1991,12,3,6.43,6.44,23.74,11.01,17.56,0.15,1.85,95.94,6.31,7.35
-37.63269,145.79811,1991,12,4,4.59,4.61,14.7,6.76,10.71,2.26,1.85,96.18,5.61,5.94
-37.63269,145.79811,1991,12,5,4.45,4.46,19.88,4.63,12.31,0.32,1.09,96.65,5.44,8.32
-37.63269,145.79811,1991,12,6,6.41,6.42,20.54,7.44,13.42,0.04,1.15,96.66,6.22,6.84
-37.63269,145.79811,1991,12,7,5.43,5.45,23.52,8.51,15.53,0,1.17,96.77,5.85,9.19
-37.63269,145.79811,1991,12,8,5.04,5.07,26.18,8.08,17.13,0,0.97,97,5.69,9.02
-37.63269,145.79811,1991,12,9,7.93,7.94,30.7,11.94,21.3,0.36,1.31,96.74,6.98,8.34
-37.63269,145.79811,1991,12,10,7.09,7.1,14.76,8.34,12.61,2.91,1.77,96.72,6.72,2.69
